destinasi,review,sentiment,text_cleaned,sent_num
Gunung Putri Lembang,"Enak buat camping ceria karena disuguhi city view, dan kalo beruntung bisa dapet samudra awan hehe.

HTM : 22K
Parkir Motor : 10K",Positive,enak camping ceria disuguhi city view kalo beruntung samudra awan hehe htm parkir motor,1.0
Gunung Putri Lembang,"Wiihh tempat camping ternyaman yang paling aku suka. Walopun udah beberapa kali kesini, tapi rasanya ga bikin bosan guys! Bahkan dalam waktu dekat aku bakal camping di gunung putri lagi ð abisnya ngangenin siiiiih! Medannya yang lumayan ga terlalu curam, aman dan tertata dengan rapi, sangat memudahkan para pendatang untuk melewatinya. Apalagi sekarang terdapat fasilitas toilet yang banyak, memudahkan yang camping untuk mengambil air, ataupun untuk kebutuhan lainnya. Begitu juga dengan kayu bakar, cukup membeli di warungÂ² sekitar tempat parkir dan harganya sangat terjangkau.  So..bagi para pecinta alam yang ga mau ribet tapi keukeuh pengen camping dan pengen liat view kota lembang kaya aku, niih recomended banget datang n camping disinið.",Positive,wiihh camping ternyaman suka walopun kali kesini bikin bosan guys camping gunung putri ð abisnya ngangenin siiiiih medannya lumayan curam aman tertata rapi memudahkan pendatang melewatinya fasilitas toilet memudahkan camping mengambil air kebutuhan kayu bakar membeli warungâ² parkir harganya terjangkau sok pecinta alam ribet keukeuh pengin camping pengin lihat view kota lembang kayak nih recomended banget n camping disinið,1.0
Gunung Putri Lembang,"Sudah dua kali nge camp di gunung putri Lembang. Emang rasanya ingin kembali lagi nge camp disana... Udaranya sejuk, untuk mencapai tempat nge camp juga tidak terlalu jauh dari tempat parkir, cocok untuk nge camp keluarga.
Sekarang di atas sudah ada sarana MCK dan Musholla, jadi membuat tenang l, hehe...",Positive,kali nge camp gunung putri lembang nge camp disana udaranya sejuk mencapai nge camp tidak parkir cocok nge camp keluarga sarana mck musholla tenang l hehe,1.0
Gunung Putri Lembang,"Tempatnya bagus banget, lahan parkir luas, kamar mandi aman, kece pokoknya cocok buat camping bareng keluarga atau teman",Positive,tempatnya bagus banget lahan parkir luas kamar mandi aman kece pokoknya cocok camping bareng keluarga teman,1.0
Gunung Putri Lembang,Untuk yang hobby main ke alam.. wajib kesini setidaknya sekali se umur hidup.. pemandangannya Luar biasa cantik nyað â¦,Positive,hobby main alam wajib kesini umur hidup pemandangannya cantik nyað â,1.0
Gunung Putri Lembang,"Tempatnya gajauh dari pasar lembang tapi view nyaaaa juara!! City light nya cantik, kalo pagi udara nya seger pemandangan nya indah!
Kalo mau kesana siap siap nanjak tapi ga akan sia sia karena pemandangan nya luar biasa!
Kayanya kalo mau camp disana hari apapun bakal rame so dateng aja! Karena ga jauh dari pasar lembang mungkin sekitar 10 sampe 15 menitan",Positive,tempatnya gajauh pasar lembang view juara city light cantik kalo pagi udara segar pemandangan indah kalo kesana nanjak sia sia pemandangan kayanya kalo camp disana apapun rame sok pasar lembang menitan,1.0
Gunung Putri Lembang,Pemandangan  nya asyik suasana  nya cocok  untuk melihat sunrise ketika  pagi buta  atau matahari  tenggelam Oh..Now..!!!,Positive,pemandangan asyik suasana cocok sunrise pagi buta matahari tenggelam oh now,1.0
Gunung Putri Lembang,"Kayu bengkok memang cocok untuk yg suka dikeheningan mlm, hanya sesekali bersautan suara jangkrik. Cocok untuk camcer ( camping ceria ) bersama kluargað¥³ðð¤ð®ð©ð¤ â¦",Positive,kayu bengkok cocok suka dikeheningan malam bersautan suara jangkrik cocok camcer camping ceria kluargað ³ð ð ð ð ð â,1.0
Gunung Putri Lembang,"Tempat yg cocok unt camp dan refreshing. Dari tempat parkir mobil cmn naik 10 mnt an ke atas. Perjalanan kesini jalan agak kecil jd harus pelan2, dari jalan raya 3 km an",Positive,cocok unt camp refreshing parkir mobil cuman an perjalanan kesini jalan pelan jalan raya an,1.0
Gunung Putri Lembang,"Mudah dijangkau, city light oke, dari parkir nanjak cocok buat latihan nanjak, sayang musholla rusak dan berisik bingits...",Negative,mudah dijangkau city light oke parkir nanjak cocok latihan nanjak sayang musholla rusak berisik banget,0.0
Gunung Putri Lembang,"Finally hiking kesini juga, sayang kami datang jam 7 pagi, jadi gagal lihat sunrise, tracknya pendek sampai puncaknya, cukup bersih namun masih terlihat sampah dibeberapa spot yang seperti nya belum sempat dibersihkan oleh pengelola, pintu masuk keatas sudah paving blok bikin jalan jd nyaman, namun hanya sampai beberapa meter saja keatas. Pemandangan dipuncak cukup asik, view bandung terlihat dari atas. Namun kami belum sempat ke area pohon pinus. Next bisa explore kesini lagi, atau bahkan kemping disini.",Negative,finally hiking kesini sayang jam pagi gagal lihat sunrise tracknya pendek puncaknya bersih sampah dibeberapa spot dibersihkan pengelola pintu masuk keatas paving blok bikin jalan nyaman meter keatas pemandangan dipuncak asik view bandung area pohon pinus next explore kesini kemping,0.0
Gunung Putri Lembang,Gowes adventure bomber adventure...cocok buat gowes pecinta alam bisa melihat kota Lembang dan kota Bandung diatas puncak fasilitas lengkap pokok nya kie pisanð â¦,Positive,gowes adventure bomber adventure cocok gowes pecinta alam kota lembang kota bandung diatas puncak fasilitas lengkap pokok kie pisanð â,1.0
Gunung Putri Lembang,"Tempatnya sangat indah, tidak mengecewakan kalo datang ke sini. Recommended buat camp",Positive,tempatnya indah tidak mengecewakan kalo recommended camp,1.0
Gunung Putri Lembang,Tempatnya adem dan dingin banget.. enak buat ngecamp.. tentu toliet harus ada dan banyak .. biar ga antre,Negative,tempatnya adem dingin banget enak ngecamp toliet biar antre,0.0
Gunung Putri Lembang,Tempat sebenernya bagus..cuma msh ada aja oknum yg nge camp buang sampah sembarangan..jd kumuh tempatnya dan toilet nya kurang terawat,Negative,bagus oknum nge camp buang sampah sembarangan kumuh tempatnya toilet kurang terawat,0.0
Gunung Putri Lembang,"Kalo cuaca cerah ya begini..indah nian.. (kamu juga kalah indah nya wahai ""anu"" hmmð)
Keren anjir Gunung Putri Lembang..uhuyyyðð â¦",Positive,kalo cuaca cerah ya indah nian kalah indah anu hmmð keren anjir gunung putri lembang uhuyyyð ð â,1.0
Gunung Putri Lembang,"Gunung putri lembang ini tidak jauh dari kota Bandung. Hanua saja jika ingin datang ketempat ini sebaiknya pagi hari untuk menghindari macet. Selain itu datang dipagi hari lebih menyenangkan, karena kita bisa menikmati pemandangan yg luar biasa indah dan menghirup udara yg segar.",Positive,gunung putri lembang tidak kota bandung hanua ketempat pagi menghindari macet dipagi menyenangkan menikmati pemandangan indah menghirup udara segar,1.0
Gunung Putri Lembang,"Gunung yang cocok untuk buat pendaki pemula, karena medannya bersahabat ga begitu terjal, atau yg bukan pendaki gunung seperti saya tetep bisa nikmati Gunung Putri ini, fasilitasnya ada toilet, musholla, di bawah pas pintu masuk pun banyak warung-warung.",Positive,gunung cocok pendaki pemula medannya bersahabat terjal bukan pendaki gunung nikmati gunung putri fasilitasnya toilet musholla pas pintu masuk warung warung,1.0
Gunung Putri Lembang,"Mau piknik sambil hiking tipis2, cocok lah ke Gunput, cuma nanjak dikitbudh dapet view keren.. apalagi kalo mau terus ke puncaknya dan pulsng lewat hutan pinus, mantaab",Positive,piknik hiking tipis cocok gunput nanjak dikitbudh view keren kalo puncaknya pulsng hutan pinus mantaab,1.0
Gunung Putri Lembang,Lumayan buat hiking dan camping. Camp ground agak jauh dari parkiran. Jd untuk camping di sisi kendaraan tidak bisa. Barang-barang harung dibawa keatas. Tp banyak penyewaan alat alat camping di sekitar warung dan parkiran.,Positive,lumayan hiking camping camp ground parkiran camping sisi kendaraan tidak barang barang harung dibawa keatas penyewaan alat alat camping warung parkiran,1.0
Gunung Putri Lembang,"Kerennnnnnnnnnnnnn. Tapi gak recommended buat yang bawa anak kayaknya kemaren soalnya pas tahun baru banyak yg bawa anak, kasian anaknya kan dingin bgt soalnya trus nanjak gituð â¦",Positive,kerennnnnnnnnnnnnn recommended bawa anak kayaknya kemarin pas bawa anak kasihan anaknya dingin banget nanjak gituð â,1.0
Gunung Putri Lembang,"untuk pengunjung hanya kurang kesadaran diri saja, naik bawa sampah tapi pas turun sampahnya ga dibawa, terus di wc atas tuh sedikit kurang terjaga kebersihannya karena gaada tempat sampah jadi orang orang nyimpen tisu sembarangan",Negative,pengunjung kurang kesadaran bawa sampah pas turun sampahnya dibawa wc tuh kurang terjaga kebersihannya enggak ada sampah orang orang menyimpan tisu sembarangan,0.0
Gunung Putri Lembang,"Cukup Unik

Gunung namanya, tapi ini hanya sebuah bukit hehehe
Karena jaraknya yang bisa ditempuh hanya dalam 5 menit saja (untuk yang sudah level pendaki), kalo orangbiasa paling 15-20 menitan

Viewnya tidak lah jelek, buagus banget bagi yang pengen liat sunrise tapi tidak kuat hiking gunung tinggi.l, ini bisa jadi referensi

Bisa juga Camp disini loh guuyss",Positive,unik gunung namanya bukit hehehe jaraknya ditempuh menit level pendaki kalo orangbiasa menitan viewnya tidak jelek buagus banget pengin lihat sunrise tidak kuat hiking gunung l referensi camp loh guuyss,1.0
Gunung Putri Lembang,"Tempat camp yang sangat etis sekali bagi para pecinta alam,,apalagi orang pemual/yang baru pertama kali mau ngecamp sambil tracking",Positive,camp etis pecinta alam orang pemual kali ngecamp tracking,1.0
Gunung Putri Lembang,"Jujur if youâre a tourist ato sekedar visit iseng, this is a nature place benerâ nature jadi benerâ carefully yaa naik ke atasnya rekomendasi kalo mo pergi pagiâ itu bawa senter yah. Pakai sepatu juga jangan sendal kalo musim ujan licin, curam juga tapi benerâ bagus pemandangannya!",Positive,jujur if youâ re a tourist sekedar visit iseng this is a nature place benerâ nature benerâ carefully ya atasnya rekomendasi kalo pergi pagiâ bawa senter ya pakai sepatu jangan sendal kalo musim ujan licin curam benerâ bagus pemandangannya,1.0
Gunung Putri Lembang,Healing bersama bestie. Salah satu tempat pilihan untuk lihat pemandangan dari tempat tinggi tapi tidak terlalu capek nanjak.,Positive,healing bestie salah pilihan lihat pemandangan tidak capek nanjak,1.0
Gunung Putri Lembang,"Camping disini enak, karena ada fasilitas toilet umum, sewa alat camp, dan ada warung",Positive,camping enak fasilitas toilet sewa alat camp warung,1.0
Gunung Putri Lembang,Sunrise disini bagus bgt! Enaknya dateng pas masih gelap biar bisa menikmati sunrisenya. Karena klo agak siang udh panas. Bisa juga nge camp disinið cocok untuk healing sekitaran bandung. â¦,Positive,sunrise bagus banget enaknya pas gelap biar menikmati sunrisenya kalo siang panas nge camp disinið cocok healing sekitaran bandung â,1.0
Gunung Putri Lembang,Gunung putri tempat yg indah untuk menikmati view kota dari tempat ketinggian. Jarak dari tempat parkir mobil ke puncak kira2 satu kilometer dengan elevasi 100. Ada warung kopi n indomie serta kamar mandi di dekat tempat parkir mobil. Nyaman dikunjungi saat sunrise n sunset,Positive,gunung putri indah menikmati view kota ketinggian jarak parkir mobil puncak kilometer elevasi warung kopi n indomie kamar mandi parkir mobil nyaman dikunjungi sunrise n sunset,1.0
Gunung Putri Lembang,"untuk kemah cocok bagi pemula.. track pendaki standar, sudsh bnyak tempat Wc bahkan mushola ada, ada spot foto , dan bisa menikmati sunrise dan sunset , kalau malam ada view citylight..",Positive,kemah cocok pemula track pendaki standar sudsh wc mushola spot foto menikmati sunrise sunset malam view citylight,1.0
Gunung Putri Lembang,"Aksesnya melewati gang rumah warga yang sempit, klo pake mobil mending ga usah dateng deh, deg deg an takut ada mobil dari arah sebaliknya.

Pas mo belok itu dah ga yakin, nanya ama tukang bolu lembang yang jualan depan gang itu dia bilang bisa kok di masukin mobil.

Jalan sempit dan kanan kiri masi tanah, berhubung musim hujan jadi berlumpur dan licin.

Pas sampe tempet jual tiket saya sudah tanya apa bener di atas ada' tempet parkir mobil, katanya ada. suru bayar tiket masuk tapi sampe atas di omelin ama penjaga yg diatas katanya ga ada' tempet parkir, mo puter balik susah, suru mundur turun.

Eh Penjaga yg atas ngomel katanya dia sudah konfirmasi ama tukang karcis katanya kita yg maksa masuk ??? Lah.....sapa yg maksa?

Ya' udah mundur pelan2 aja tuh menyusuri jalan sempit sampe bisa puter balik. Ktm tukang karcis minta balik duit....di jawabnya karcisnya udah di tulis no mobil ga bisa minta balik...ha ...ha...ok lah.....sip pulang aja deh ga jadi.

Jadi pelajarannya, bagi pengendara mobil mending ga usah ke sini ya'. Aksesnya belum memadai.",Negative,aksesnya melewati gang rumah warga sempit kalo pakai mobil mending deh deg deg an takut mobil arah pas belok deh tukang bolu lembang jualan gang bilang memasuki mobil jalan sempit kanan kiri tanah berhubung musim hujan berlumpur licin pas tempet jual tiket tempet parkir mobil suruh bayar tiket masuk omelin penjaga diatas tempet parkir puter susah suruh mundur turun eh penjaga ngomel konfirmasi tukang karcis maksa masuk sapa maksa ya mundur pelan tuh menyusuri jalan sempit puter ktm tukang karcis duit karcisnya tulis no mobil ha ha ok sip pulang deh pelajarannya pengendara mobil mending ya aksesnya memadai,0.0
Gunung Putri Lembang,Camping ke dua bersama istri.. view citynight dan sunrise tetap bagus..,Positive,camping istri view citynight sunrise bagus,1.0
Gunung Putri Lembang,"Tempat camp paling friendly dari segala sisi akses, pelayanan, mushola, kamar mandi terbaik",Positive,camp friendly sisi akses pelayanan mushola kamar mandi terbaik,1.0
Gunung Putri Lembang,"Lokasinya mudah di jangkau, kendaraan bisa sampai parkiran. Kalo mau kemping juga gak usah repot, peralatan bisa sewa di lokasi.",Positive,lokasinya mudah jangkau kendaraan parkiran kalo kemping repot peralatan sewa lokasi,1.0
Gunung Putri Lembang,Viewnya bagus banget.. apalagi sunrisenya. Cuma untuk toilet diatas bukit kurang banyak jadi harus antri,Negative,viewnya bagus banget sunrisenya toilet diatas bukit kurang antri,0.0
Gunung Putri Lembang,Cocok buat yang mau camp pemula atau sekedar liat sunrise cari udara segar,Positive,cocok camp pemula sekedar lihat sunrise cari udara segar,1.0
Gunung Putri Lembang,"Tempat hiking yang cukup menantang buat pemula.... Lumayan cape pas naiknya. Tapi sesampai di puncak, terbayar capenya. Dari situ bisa diteruskan ke benteng belanda. Tiket masuk perorang sama parkir mobil @10 ribu. Kalo mau kemping, bisa nyewa peralatan kemping disana. Oia, disana ada warung makanan dan toilet juga. Tapi toilet di dalam gunung Putrinya kurang terawat dan masih banyak sampah bekas kemping yang tertinggal.",Negative,hiking menantang pemula lumayan capek pas naiknya puncak terbayar capenya situ diteruskan benteng belanda tiket masuk perorang parkir mobil ribu kalo kemping nyewa peralatan kemping disana oia disana warung makanan toilet toilet gunung putrinya kurang terawat sampah bekas kemping tertinggal,0.0
Gunung Putri Lembang,"6 november 22. Tiket 25rb (hanya berkunjung) sudah termasuk parkir 2orang dewasa 1org anak 4thn.
Kalo camping 22rb blm termasuk tiket.
Fasilitas mck kurang terawat (sebagian)
Fasilitas warung makan dan sewa cukup.",Negative,november tiket ribu berkunjung parkir orang dewasa orang anak kalo camping ribu tiket fasilitas mck kurang terawat fasilitas warung makan sewa,0.0
Gunung Putri Lembang,"Lumayan lah buat lihat"" rumah dri ketinggian",Positive,lumayan lihat rumah ketinggian,1.0
Gunung Putri Lembang,"tiket masuk 10k. kalau camping 22k perorang. mulai rame jam 6 keatas karna banyak yg camping. viewnya keren. suhu dikisaran 14-16c. diatas lengkap ada musholla, bisa beli kayu bakar jug",Positive,tiket masuk camping perorang rame jam keatas camping viewnya keren suhu dikisaran diatas lengkap musholla beli kayu bakar jug,1.0
Gunung Putri Lembang,"Tempat Wisata Camping yang sangat seru, dengan harga yang lumayan aman d kantong. Untuk viewnya sangat cantik sekali sampe sampe tidak mau pergi meski besok harus kerja hehehehe
Untuk rute sangat nyaman sekali dan untuk fasilitas (wc, warung, tempat sholat lengkap)
Asli na moal penasaran

Tapi bagi temen yang mau camp khususnya dari arah subang dan tidak punya alat santuy  sanss adventure punya solusinya untuk bio dan harga sewa cek d foto

Camping Santuy Bersama SansS Adventure",Positive,wisata camping seru harga lumayan aman kantong viewnya cantik tidak pergi besok kerja hehehehe rute nyaman fasilitas wc warung sholat lengkap asli moal penasaran teman camp arah subang tidak alat santuy sanss adventure solusinya bio harga sewa cek foto camping santuy sanss adventure,1.0
